Type Document,Titre,Référence,Premier Auteur,Type de verre,Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Somme,Densité,Homogénéité,B_IV,Irradié,Caractéristiques_si_irradié,Température,Statique_dynamique,Plage_granulométrique_si_poudre,Surface_spécifique_géométrique_si_poudre,Surface_spécifique_BET_si_poudre,Qualité_de_polissage_si_monolithe,Masse_du_verre,Surface_du_verre_S,Volume_de_la_solution_V,Débit_de_la_solution,pH_initial_T_amb,pH_initial_T_essai,Composition_de_la_solution,Durée_de_l_expérience,pH_final_T_amb,pH_final_T_essai,Normalisation_de_la_vitesse_Sgeo_ou_SBET,V0_Si_ou_r0_Si,r2_Si,Ordonnée_à_l_origine_Si,V0_B_ou_r0_B,Ordonnée_à_l_origine_B,V0_Na_ou_r0_Na,r2_Na,Ordonnée_à_l_origine_Na,V0_ΔM_ou_r0_ΔM,Congruence
Article de journal,Evolution of activation energy for boron dissolution in the borosilicate glass during the initial leaching stage,Journal of Non-Crystalline Solids 646 (2024) 123244,Kai Bai,ZNBS1_test2,0,11.66,59.33,10.78,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.51,Not available,Not available,N,Not available,60,Statique,Not available,Not available,Not available,Polished,Not available,0.00024,36,Not available,Not available,Not available,deionized water saturated with CO2,24,Not available,Not available,Sgeo,0.013,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Evolution of activation energy for boron dissolution in the borosilicate glass during the initial leaching stage,Journal of Non-Crystalline Solids 646 (2024) 123244,Kai Bai,ZNBS1_test3,0,11.66,59.33,10.78,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.51,Not available,Not available,N,Not available,70,Statique,Not available,Not available,Not available,Polished,Not available,0.00024,36,Not available,Not available,Not available,deionized water saturated with CO2,24,Not available,Not available,Sgeo,0.018,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Evolution of activation energy for boron dissolution in the borosilicate glass during the initial leaching stage,Journal of Non-Crystalline Solids 646 (2024) 123244,Kai Bai,ZNBS1_test4,0,11.66,59.33,10.78,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.51,Not available,Not available,N,Not available,80,Statique,Not available,Not available,Not available,Polished,Not available,0.00024,36,Not available,Not available,Not available,deionized water saturated with CO2,24,Not available,Not available,Sgeo,0.12,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Evolution of activation energy for boron dissolution in the borosilicate glass during the initial leaching stage,Journal of Non-Crystalline Solids 646 (2024) 123244,Kai Bai,ZNBS1_test5,0,11.66,59.33,10.78,0,0,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.51,Not available,Not available,N,Not available,90,Statique,Not available,Not available,Not available,Polished,Not available,0.00024,36,Not available,Not available,Not available,deionized water saturated with CO2,24,Not available,Not available,Sgeo,0.566,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,0C4,0,10.24,59.12,10.96,0,0,18.59,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,73,Not available,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,51,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z1C4_test1,0,9.69,59.12,11.15,0,0,18.67,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,68,Not available,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,34,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z1C4_test2,0,9.69,59.12,11.15,0,0,18.67,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,68,Not available,Not available,90,Static,20-40,Not available,0.18,Not available,Not available,0.375,0.25,0,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z1C4_test3,0,9.69,59.12,11.15,0,0,18.67,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,68,Not available,Not available,90,Static,20-40,Not available,0.18,Not available,Not available,6,0.03,0,Not available,Not available,Deionized water,14400,Not available,9.63,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T1C4_test1,0,10.18,59.21,10.79,0,0,18.42,0,0,1.09,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,60,N,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,24,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T1C4_test2,0,10.18,59.21,10.79,0,0,18.42,0,0,1.09,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,60,N,Not available,90,Static,20-40,Not available,0.18,Not available,Not available,3750,250,0,Not available,7.0,TRIS/HNO3 buffer,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T1C4_test3,0,10.18,59.21,10.79,0,0,18.42,0,0,1.09,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,60,N,Not available,90,Static,Not available,Not available,Not available,Not available,Not available,60000,30,0,Not available,Not available,Deionized water,14400,Not available,9.82,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,H1C4_test1,0,9.58,59.29,10.8,0,0,18.89,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,60,N,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,26,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,H1C4_test2,0,9.58,59.29,10.8,0,0,18.89,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,60,N,Not available,90,Static,5-10,Not available,0.68,Not available,Not available,3750,250,0,Not available,7.0,TRIS/HNO3 buffer,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z4C4_test1,0,10.76,59.09,10.82,0,0,17.04,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,N,Not available,90,dynamique,20-40,Not available,0.18,Not available,Not available,Not available,Not available,1.087,Not available,Not available,Deionized water,3,Not available,Not available,SBET,14,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z4C4_test2,0,10.76,59.09,10.82,0,0,17.04,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,N,Not available,90,statique,20-40,Not available,0.18,Not available,Not available,3750,250,Not available,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z4C4_test3,0,10.76,59.09,10.82,0,0,17.04,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,N,Not available,90,statique,Not available,Not available,Not available,Not available,Not available,60000,30,Not available,Not available,Not available,Deionized water,14400,Not available,9.53,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T4C4_test1,0,10.35,59.11,10.9,0,0,17.31,0,0,1.15,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,58,N,Not available,90,dynamique,20-40,Not available,0.18,Not available,Not available,Not available,Not available,1.087,Not available,Not available,Deionized water,3,Not available,Not available,SBET,28,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T4C4_test2,0,10.35,59.11,10.9,0,0,17.31,0,0,1.15,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,58,N,Not available,90,statique,20-40,Not available,0.18,Not available,Not available,3750,250,Not available,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,H4C4_test1,0,10.57,59.23,10.57,0,0,17.29,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,Not available,Not available,58,Not available,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,10,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,H4C4_test2,0,10.57,59.23,10.57,0,0,17.29,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,Not available,Not available,58,Not available,Not available,90,Static,5-10,Not available,0.68,Not available,Not available,0.375,0.25,Not available,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z8C4_test1,0,10.78,58.89,11.2,0,0,15.57,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,Not available,Not available,90,Dynamic,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,4.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z8C4_test2,0,10.78,58.89,11.2,0,0,15.57,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,Not available,Not available,90,Static,20-40,Not available,0.18,Not available,Not available,0.375,0.25,Not available,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z8C4_test3,0,10.78,58.89,11.2,0,0,15.57,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,Not available,Not available,58,Not available,Not available,90,Static,20-40,Not available,0.18,Not available,Not available,6,0.03,Not available,Not available,Not available,Deionized water,14400,Not available,9.35,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T8C4_test1,0,10.35,60.11,8.9,0,0,16.89,0,0,1.15,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,58,Not available,Not available,90,Dynamique,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,13.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,T8C4_test2,0,10.35,60.11,8.9,0,0,16.89,0,0,1.15,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,58,Not available,Not available,90,Statique,5-10,Not available,0.68,Not available,Not available,Not available,Not available,Not available,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,H8C4,0,9.81,59.12,11.03,0,0,16.3,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,58,Not available,Not available,90,Dynamique,20-40,Not available,0.18,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,3.0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z8C8_test1,0,10.37,59.67,8.9,0,0,16.11,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,N,Not available,90,dynamique,20-40,Not available,0.18,Not available,Not available,Not available,1,Not available,Not available,Not available,Deionized water,3,Not available,Not available,SBET,4.2,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Journal Article,"First investigations of the in ﬂuence of IVB elements (Ti, Zr, and Hf) on the chemical durability of soda-lime borosilicate glasses",Journal of Non-Crystalline Solids 356 (2010) 2315–2322,Boris Bergeron,Z8C8_test2,0,10.37,59.67,8.9,0,0,16.11,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,Not available,Not available,Not available,N,Not available,90,statique,20-40,Not available,0.18,Not available,Not available,Not available,250,0,Not available,7.0,0.2 M TRIS + 0.1 M HNO3,14400,Not available,Not available,SBET,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
